prodct_page_rl,title,category,price,rating,availability,available_cont,pc,description,image_rl
https://books.toscrape.com/cataloge/141-new-revelations-of-the-americas-before-colmbs_65/index.html,141: New Revelations of the Americas Before Colmbs,History,1.,3,In stock,,6ee566ac4d7e,"In this grondbreaking work of science, history, and archaeology, Charles C. Mann radically alters or nderstanding of the Americas before the arrival of Colmbs in 14.Contrary to what so many Americans learn in school, the pre-Colmbian Indians were not sparsely settled in a pristine wilderness; rather, there were hge nmbers of Indians who actively molded and infle In this grondbreaking work of science, history, and archaeology, Charles C. Mann radically alters or nderstanding of the Americas before the arrival of Colmbs in 14. Contrary to what so many Americans learn in school, the pre-Colmbian Indians were not sparsely settled in a pristine wilderness; rather, there were hge nmbers of Indians who actively molded and inflenced the land arond them. The astonishing Aztec capital of Tenochtitlan had rnning water and immaclately clean streets, and was larger than any contemporary Eropean city. Mexican cltres created corn in a specialized breeding process that it has been called man’s first feat of genetic engineering. Indeed, Indians were not living lightly on the land bt were landscaping and maniplating their world in ways that we are only now beginning to nderstand. Challenging and srprising, this a transformative new look at a rich and fascinating world we only thoght we knew.",https://books.toscrape.com/media/cache/d/d/dd35d36531c7e11d63c7d.jpg
https://books.toscrape.com/cataloge/a-distant-mirror-the-calamitos-14th-centry_65/index.html,A Distant Mirror: The Calamitos 14th Centry,History,14.5,3,In stock,,d5e56e1ab6a3,"Barbara W. Tchman--the acclaimed athor of the Plitzer Prize–winning classic The Gns of Agst--once again marshals her gift for character, history, and sparkling prose to compose an astonishing portrait of medieval Erope.The forteenth centry reflects two contradictory images: on the one hand, a glittering age of crsades, cathedrals, and chivalry; on the other, a wo Barbara W. Tchman--the acclaimed athor of the Plitzer Prize–winning classic The Gns of Agst--once again marshals her gift for character, history, and sparkling prose to compose an astonishing portrait of medieval Erope.The forteenth centry reflects two contradictory images: on the one hand, a glittering age of crsades, cathedrals, and chivalry; on the other, a world plnged into chaos and spirital agony. In this revelatory work, Tchman examines not only the great rhythms of history bt the grain and textre of domestic life: what childhood was like; what marriage meant; how money, taxes, and war dominated the lives of serf, noble, and clergy alike. Granting her sbjects their loyalties, treacheries, and gilty passions, Tchman re-creates the lives of prod cardinals, niversity scholars, grocers and clerks, saints and mystics, lawyers and mercenaries, and, dominating all, the knight--in all his valor and “frios follies,” a “terrible worm in an iron cocoon.”",https://books.toscrape.com/media/cache/d/a/dac1cdaef4c5ac57b1eb3c1d37.jpg
https://books.toscrape.com/cataloge/brilliant-beacons-a-history-of-the-american-lighthose_515/index.html,Brilliant Beacons: A History of the American Lighthose,History,11.45,3,In stock,,7f5157bf5365d36,"Set against the backdrop of an expanding nation,Brilliant Beaconstraces the evoltion of America's lighthose system from its earliest days, highlighting the political, military, and technological battles foght to illminate the nation's hardscrabble coastlines. Beginning with ""Boston Light,""America’s first lighthose, Dolin shows how the story of America, from colony to Set against the backdrop of an expanding nation, Brilliant Beacons traces the evoltion of America's lighthose system from its earliest days, highlighting the political, military, and technological battles foght to illminate the nation's hardscrabble coastlines. Beginning with ""Boston Light,"" America’s first lighthose, Dolin shows how the story of America, from colony to regional backwater, to fledging nation, and eventally to global indstrial power, can be illstrated throgh its lighthoses.Even in the colonial era, the qestion of how best to solve the collective problem of lighting or ports, reefs, and coasts throgh a patchwork of private interests and independent localities telegraphed the great American debate over federalism and the role of a centralized government. As the nation expanded, throghot the nineteenth and early twentieth centries, so too did the coastlines in need of illmination, from New England to the Glf of Mexico, the Great Lakes, the Pacific Coast all the way to Alaska. In Dolin's hands we see how each of these beacons tell its own story of political sqabbling, technological advancement, engineering marvel, and individal derring-do.In rollicking detail, Dolin treats…",https://books.toscrape.com/media/cache/ba/5/ba513de7abeddbec1a5af.jpg
https://books.toscrape.com/cataloge/sapiens-a-brief-history-of-hmankind_6/index.html,Sapiens: A Brief History of Hmankind,History,54.3,5,In stock,,41655e166365f,"From a renowned historian comes a grondbreaking narrative of hmanity’s creation and evoltion—a #1 international bestseller—that explores the ways in which biology and history have defined s and enhanced or nderstanding of what it means to be “hman.”One hndred thosand years ago, at least six different species of hmans inhabited Earth. Yet today there is only one—h From a renowned historian comes a grondbreaking narrative of hmanity’s creation and evoltion—a #1 international bestseller—that explores the ways in which biology and history have defined s and enhanced or nderstanding of what it means to be “hman.”One hndred thosand years ago, at least six different species of hmans inhabited Earth. Yet today there is only one—homo sapiens. What happened to the others? And what may happen to s?Most books abot the history of hmanity prse either a historical or a biological approach, bt Dr. Yval Noah Harari breaks the mold with this highly original book that begins abot 7, years ago with the appearance of modern cognition. From examining the role evolving hmans have played in the global ecosystem to charting the rise of empires, Sapiens integrates history and science to reconsider accepted narratives, connect past developments with contemporary concerns, and examine specific events within the context of larger ideas.Dr. Harari also compels s to look ahead, becase over the last few decades hmans have begn to bend laws of natral selection that have governed life for the past for billion years. We are acqiring the ability to design not only the…",https://books.toscrape.com/media/cache/ce/5f/ce5f5c65cc63cf44be6e15c.jpg
https://books.toscrape.com/cataloge/nbond-how-eight-technologies-made-s-hman-transformed-society-and-broght-or-world-to-the-brink_5/index.html,"Unbond: How Eight Technologies Made Us Hman, Transformed Society, and Broght Or World to the Brink",History,5.5,1,In stock,,ad6ebc555731e,"Althogh we sally think of technology as something niqe to modern times, or ancestors began to create the first technologies millions of years ago in the form of prehistoric tools and weapons. Over time, eight key technologies gradally freed s from the limitations of or animal origins.The fabrication of weapons, the mastery of fire, and the technologies of clothing and shelter radically restrctred the hman body, enabling s to walk pright, shed or body hair, and migrate ot of tropical Africa. Symbolic commnication transformed hman evoltion from a slow biological process into a fast cltral process. The invention of agricltre revoltionized the relationship between hmanity and the environment, and the technologies of interaction led to the birth of civilization. Precision machinery spawned the indstrial revoltion and the rise of nation-states; and in the next metamorphosis, digital technologies may well nite all of hmanity for the benefit of ftre generations.Synthesizing the findings of primatology, paleontology, archeology, history, and anthropology, Richard Crrier reinterprets and retells the modern narrative of hman evoltion that began with the discovery of Lcy and other Astralopithecs fossils. Bt the same forces that allowed s to integrate technology into every aspect of or daily lives have also broght s to the brink of planetary catastrophe. Unbond explains both how we got here and how hman society mst be transformed again to achieve a sstainable ftre.Technology: “The deliberate modification of any natral object or sbstance…",https://books.toscrape.com/media/cache/7/a1/7a1ebe7d6e675ec6eaf47a4f71.jpg
https://books.toscrape.com/cataloge/political-sicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-jst-plain-dmb-mistakes-in-the-annals-of-american-politics_17/index.html,"Political Sicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Jst Plain Dmb Mistakes in the Annals of American Politics",History,36.,,In stock,,73c3fd16,"Jst in time for the presidential election of 16 comes Political Sicide, a history of the best and most interesting missteps, peccadilloes, bad calls, back room hijinks, sordid pasts, rotten breaks, and jst plain dmb mistakes in the annals of American politics.They have tweeted their private parts to women they're trying to impress. They have gotten caght on tape doi Jst in time for the presidential election of 16 comes Political Sicide, a history of the best and most interesting missteps, peccadilloes, bad calls, back room hijinks, sordid pasts, rotten breaks, and jst plain dmb mistakes in the annals of American politics. They have tweeted their private parts to women they're trying to impress. They have gotten caght on tape doing and saying things they really sholdn't have. They have denied knowing abot the nderhanded doings of nderlings — only to have a paper trail lead straight back to them. Nowadays, it seems like half of what we hear abot politicians isn't abot laws or governing, bt is instead coverage focsed on shenanigans, qestionable morals, and scandals too nmeros to cont. And while we shake or heads in disbelief, we still can't resist poring over the details of these notorios incidents.In Political Sicide, the foibles of or politicians are broght from the tabloid pages to this entertaining — and cationary — tale of American history.",https://books.toscrape.com/media/cache/31/e6/31e6ea41e651b6c7ba77.jpg
https://books.toscrape.com/cataloge/the-age-of-genis-the-seventeenth-centry-and-the-birth-of-the-modern-mind_/index.html,The Age of Genis: The Seventeenth Centry and the Birth of the Modern Mind,History,1.73,1,In stock,,a3da457f1e,"The Age of Genis explores the eventfl intertwining of otward event and inner intellectal life to tell, in all its richness and depth, the story of the 17th centry in Erope. It was a time of creativity nparalleled in history before or since, from science to the arts, from philosophy to politics. Acclaimed philosopher and historian A.C. Grayling points to three primar The Age of Genis explores the eventfl intertwining of otward event and inner intellectal life to tell, in all its richness and depth, the story of the 17th centry in Erope. It was a time of creativity nparalleled in history before or since, from science to the arts, from philosophy to politics. Acclaimed philosopher and historian A.C. Grayling points to three primary factors that led to the rise of vernaclar (poplar) langages in philosophy, theology, science, and literatre; the rise of the individal as a general and not merely an aristocratic type; and the invention and application of instrments and measrement in the stdy of the natral world.Grayling vividly reconstrcts this nprecedented era and breathes new life into the major figres of the seventeenth centry intelligentsia who span literatre, msic, science, art, and philosophy--Shakespeare, Monteverdi, Galileo, Rembrandt, Locke, Newton, Descartes, Vermeer, Hobbes, Milton, and Cervantes, among many more. Dring this centry, a fndamentally new way of perceiving the world emerged as reason rose to prominence over tradition, and the rights of the individal took center stage in philosophy and politics, a paradigmatic shift that…",https://books.toscrape.com/media/cache/e/65/e65466364f4c46ba4d465d.jpg
https://books.toscrape.com/cataloge/zealot-the-life-and-times-of-jess-of-nazareth_75/index.html,Zealot: The Life and Times of Jess of Nazareth,History,4.7,3,In stock,,dd5bfa6cccecc3,"From the internationally bestselling athor of No god bt God comes a fascinating, provocative, and meticlosly researched biography that challenges long-held assmptions abot the man we know as Jess of Nazareth.Two thosand years ago, an itinerant Jewish preacher and miracle worker walked across the Galilee, gathering followers to establish what he called the “Kingdom of God.” The revoltionary movement he lanched was so threatening to the established order that he was captred, tortred, and exected as a state criminal.Within decades after his shamefl death, his followers wold call him God.Sifting throgh centries of mythmaking, Reza Aslan sheds new light on one of history’s most inflential and enigmatic characters by examining Jess throgh the lens of the tmltos era in which he lived: first-centry Palestine, an age awash in apocalyptic fervor. Scores of Jewish prophets, preachers, and wold-be messiahs wandered throgh the Holy Land, bearing messages from God. This was the age of zealotry—a fervent nationalism that made resistance to the Roman occpation a sacred dty incmbent on all Jews. And few figres better exemplified this principle than the charismatic Galilean who defied both the imperial athorities and their allies in the Jewish religios hierarchy.Balancing the Jess of the Gospels against the historical sorces, Aslan describes a man fll of conviction and passion, yet rife with contradiction; a man of peace who exhorted his followers to arm themselves with swords; an exorcist and faith healer who rged his disciples to keep his identity a…",https://books.toscrape.com/media/cache/1/da/1dab5c65cfcde1bad7ded16a7531.jpg
https://books.toscrape.com/cataloge/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_67/index.html,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,History,5.64,1,In stock,,de3f54ba7f,"From the athors of the New York Times bestseller George Washington’s Secret Six ,the little-known story of Thomas Jefferson’s battle to defend America against Islamic pirates. Brian Kilmeade – cohost of “Fox & Friends” on Fox News and the national radio show “Kilmeade & Friends” – retrns with another fascinating historical narrative, co-written with Don Yaeger. From the athors of the New York Times bestseller George Washington’s Secret Six , the little-known story of Thomas Jefferson’s battle to defend America against Islamic pirates. Brian Kilmeade – cohost of “Fox & Friends” on Fox News and the national radio show “Kilmeade & Friends” – retrns with another fascinating historical narrative, co-written with Don Yaeger. Like their acclaimed bestseller George Washington's Secret Six, Thomas Jefferson and the Tripoli Pirates sheds new light on a vitally important episode that has been forgotten by most Americans. Only weeks after President Jefferson's inagration in 11, he decided to confront the Tripoli pirates who had been kidnapping American ships and sailors, among other otrageos acts. Thogh inclined toward diplomacy, Jefferson sent warships to blockade Tripoli and protect American shipping, and then escalated to all-ot war against the Barbary states. The tiny American flotilla—with three frigates representing half of the U.S. Navy’s top-of-the-line ships—had some sccess in blockading the Barbary coast. Bt that sccess came to an end when the USS Philadelphia ran agrond in Tripoli harbor and was captred. Kilmeade and Yaeger recont the dramatic story of a…",https://books.toscrape.com/media/cache/77/7/777a5de65bdc7a3cf5.jpg
https://books.toscrape.com/cataloge/the-girl-with-all-the-gifts_5/index.html,The Girl with All the Gifts,Horror,4.47,3,In stock,,dcc54a717a37,"Melanie is a very special girl. Dr. Caldwell calls her ""or little genis.""Every morning, Melanie waits in her cell to be collected for class. When they come for her, Sergeant Parks keeps his gn pointing at her while two of his people strap her into the wheelchair. She thinks they don't like her. She jokes that she won't bite, bt they don't lagh.Melanie loves school. Sh Melanie is a very special girl. Dr. Caldwell calls her ""or little genis.""Every morning, Melanie waits in her cell to be collected for class. When they come for her, Sergeant Parks keeps his gn pointing at her while two of his people strap her into the wheelchair. She thinks they don't like her. She jokes that she won't bite, bt they don't lagh.Melanie loves school. She loves learning abot spelling and sms and the world otside the classroom and the children's cells. She tells her favorite teacher all the things she'll do when she grows p. Melanie doesn't know why this makes Miss Jstinea look sad.",https://books.toscrape.com/media/cache/a/1/a1166cb4476bcc5dbc1743a.jpg
https://books.toscrape.com/cataloge/hose-of-leaves_16/index.html,Hose of Leaves,Horror,54.,1,In stock,,557c3c4be1bf,"Years ago, when Hose of Leaves was first being passed arond, it was nothing more than a badly bndled heap of paper, parts of which wold occasionally srface on the Internet. No one cold have anticipated the small bt devoted following this terrifying story wold soon command. Starting with an odd assortment of marginalized yoth -- msicians, tattoo artists, programme Years ago, when Hose of Leaves was first being passed arond, it was nothing more than a badly bndled heap of paper, parts of which wold occasionally srface on the Internet. No one cold have anticipated the small bt devoted following this terrifying story wold soon command. Starting with an odd assortment of marginalized yoth -- msicians, tattoo artists, programmers, strippers, environmentalists, and adrenaline jnkies -- the book eventally made its way into the hands of older generations, who not only fond themselves in those strangely arranged pages bt also discovered a way back into the lives of their estranged children.Now, for the first time, this astonishing novel is made available in book form, complete with the original colored words, vertical footnotes, and newly added second and third appendices.The story remains nchanged, focsing on a yong family that moves into a small home on Ash Tree Lane where they discover something is terribly wrong: their hose is bigger on the inside than it is on the otside.Of corse, neither Plitzer Prize-winning photojornalist Will Navidson nor his companion Karen Green was prepared to face the conseqences of that impossibility, ntil the day…",https://books.toscrape.com/media/cache//c/cff6135556b4f4ef47e37db5.jpg
https://books.toscrape.com/cataloge/the-stand_/index.html,The Stand,Horror,57.6,,In stock,,4f413fb61e6,"This is the way the world ends: with a nanosecond of compter error in a Defense Department laboratory and a million casal contacts that form the links in a chain letter of death.And here is the bleak new world of the day after: a world stripped of its instittions and emptied of  percent of its people. A world in which a handfl of panicky srvivors choose sides -- or are chosen. A world in which good rides on the frail sholders of the 1-year-old Mother Abagail -- and the worst nightmares of evil are embodied in a man with a lethal smile and nspeakable powers: Randall Flagg, the dark man.In 17 Stephen King pblished The Stand, the novel that is now considered to be one of his finest works. Bt as it was first pblished, The Stand was incomplete, since more than 15, words had been ct from the original manscript.Now Stephen King's apocalyptic vision of a world blasted by plage and embroiled in an elemental strggle between good and evil has been restored to its entirety. The Stand : The Complete And Unct Edition incldes more than five hndred pages of material previosly deleted, along with new material that King added as he reworked the manscript for a new generation. It gives s new characters and endows familiar ones with new depths. It has a new beginning and a new ending. What emerges is a gripping work with the scope and moral complexity of a tre epic.For hndreds of thosands of fans who read The Stand in its original version and wanted more, this new edition is Stephen King's gift. And those who are reading The Stand for the first time will…",https://books.toscrape.com/media/cache/f/b/fbdf4af5e3bcf6ea6bda4a53.jpg
https://books.toscrape.com/cataloge/needfl-things_334/index.html,Needfl Things,Horror,47.51,4,In stock,,7b55cdf1575,"Leland Gant opens a new shop in Castle Rock called Needfl Things. Anyone who enters his store finds the object of his or her lifelong dreams and desires: a prized baseball card, a healing amlet. In addition to a token payment, Gant reqests that each person perform a little ""deed,"" sally a seemingly innocent prank played on someone else from town. These practical jok Leland Gant opens a new shop in Castle Rock called Needfl Things. Anyone who enters his store finds the object of his or her lifelong dreams and desires: a prized baseball card, a healing amlet. In addition to a token payment, Gant reqests that each person perform a little ""deed,"" sally a seemingly innocent prank played on someone else from town. These practical jokes cascade ot of control and soon the entire town is doing battle with itself. Only Sheriff Alan Pangborn sspects that Gant is behind the poplation's increasingly violent behavior.",https://books.toscrape.com/media/cache/d/d/dd1d66546567fe1d41636.jpg
https://books.toscrape.com/cataloge/dracla-the-n-dead_37/index.html,Dracla the Un-Dead,Horror,35.63,5,In stock,,e46b174bac4b6,"At last—the seqel to Bram Stoker's classic novel Dracla, written by his direct descendant and a Dracla historian Bram Stoker's Dracla is the prototypical horror novel, an inspiration for the world's seemingly limitless fascination with vampires. Thogh many have tried to replicate Stoker's horror classic—in books, television shows, and movies—only the 131 Bela Lgosi film bore the Stoker family's spport. Until now. Dracla The Un-Dead is a bone-chilling seqel based on Bram Stoker's own handwritten notes for characters and plot threads excised from the original edition. Dracla The Un-Dead begins in 11, twenty-five years after Dracla ""crmbled into dst."" Van Helsing's protégé, Dr. Jack Seward, is now a disgraced morphine addict obsessed with stamping ot evil across Erope. Meanwhile, an nknowing Qincey Harker, the grown son of Jonathan and Mina, leaves law school for the London stage, only to stmble pon the trobled prodction of ""Dracla,"" directed and prodced by Bram Stoker himself. The play plnges Qincey into the world of his parents' terrible secrets, bt before he can confront them he experiences evil in a way he had never imagined. One by one, the band of heroes that defeated Dracla a qarter-centry ago is being hnted down. Cold it be that Dracla somehow srvived their attack and is seeking revenge? Or is there another force at work whose relentless prpose is to destroy anything and anyone associated with Dracla? Dracla The Un-Dead is deeply researched, rich in character, thrills and scares, and lovingly crafted as both an extension and…",https://books.toscrape.com/media/cache/b1/f/b1f5fa463b3eedb6fb6d6e7c6fb5.jpg
https://books.toscrape.com/cataloge/night-shift-night-shift-1-_335/index.html,Night Shift (Night Shift #1-),Horror,1.75,4,In stock,,6db3b13,"Never trst yor heart to the New York Times bestselling master of sspense, Stephen King. Especially with an anthology that featres the classic stories ""Children of the Corn,"" ""The Lawnmower Man,"" ""Graveyard Shift,"" ""The Mangler,"" and ""Sometimes They Come Back""-which were all made into hit horror films.""Unbearable sspense."" (Dallas Morning News)From the depths of darkne Never trst yor heart to the New York Times bestselling master of sspense, Stephen King. Especially with an anthology that featres the classic stories ""Children of the Corn,"" ""The Lawnmower Man,"" ""Graveyard Shift,"" ""The Mangler,"" and ""Sometimes They Come Back""-which were all made into hit horror films.""Unbearable sspense."" (Dallas Morning News)From the depths of darkness, where hideos rats defend their empire, to dizzying heights, where a beatifl girl hangs by a hair above a hellish fate, this chilling collection of twenty short stories will plnge readers into the sbterranean labyrinth of the most spine-tingling, eerie imagination of or time.Contents:· Introdction · John D. MacDonald · in · Foreword · fw · Jersalem’s Lot · nv Night Shift, Garden City, NY: Dobleday, 17 · Graveyard Shift · ss Cavalier Oct ’7 · Night Srf · ss Cavalier Ag ’74 · I Am the Doorway · ss Cavalier Mar ’71 · The Mangler · nv Cavalier Dec ’7 · The Boogeyman · ss Cavalier Mar ’73 · Gray Matter · ss Cavalier Oct ’73 · Battlegrond · ss Cavalier Sep ’7 · Trcks · ss Cavalier Jn ’73 · Sometimes They Come Back · nv Cavalier Mar ’74 · Strawberry Spring · ss Ubris Fll ’6; Cavalier Nov ’75 · The Ledge · ss Penthose…",https://books.toscrape.com/media/cache/b/4/b43ec3fbadb16b5ceda7f7a.jpg
https://books.toscrape.com/cataloge/misery_33/index.html,Misery,Horror,34.7,,In stock,,1d4113b74b,"Alternate cover edition here.Pal Sheldon. He's a bestselling novelist who has finally met his biggest fan. Her name is Annie Wilkes and she is more than a rabid reader - she is Pal's nrse, tending his shattered body after an atomobile accident. Bt she is also his captor, keeping him prisoner in her isolated hose.",https://books.toscrape.com/media/cache/cc/fb/ccfbbbf63377a67fba3d513f6cab.jpg
https://books.toscrape.com/cataloge/it_33/index.html,It,Horror,5.1,3,In stock,,67a77367d75d,"To the children, the town was their whole world. To the adlts, knowing better, Derry, Maine was jst their home town: familiar, well-ordered for the most part. A good place to live.It was the children who saw - and felt - what made Derry so horribly different. In the storm drains, in the sewers, IT lrked, taking on the shape of every nightmare, each one's deepest dread. Sometimes IT reached p, seizing, tearing, killing . . .The adlts, knowing better, knew nothing.Time passed and the children grew p, moved away. The horror of IT was deep-bried, wrapped in forgetflness. Until they were called back, once more to confront IT as IT stirred and coiled in the sllen depths of their memories, reaching p again to make their past nightmares a terrible present reality.",https://books.toscrape.com/media/cache/f/4/f4b5717cc44faa444d5ad6bdc.jpg
https://books.toscrape.com/cataloge/salems-lot_3/index.html,'Salem's Lot,Horror,4.56,4,In stock,,6e43facd675,"Thosands of miles away from the small township of 'Salem's Lot, two terrified people, a man and a boy, still share the secrets of those clapboard hoses and tree-lined streets. They mst retrn to 'Salem's Lot for a final confrontation with the nspeakable evil that lives on in the town.",https://books.toscrape.com/media/cache/d3/55/d355671e773adf6abc756af66d.jpg
https://books.toscrape.com/cataloge/red-dragon-hannibal-lecter-1_3/index.html,Red Dragon (Hannibal Lecter #1),Horror,3.37,3,In stock,,e5aef3c11,"Will Graham stands in a silent, empty hose commning with a killer. An FBI instrctor with a gift for hnting madmen, Graham knows what his mrderer looks like, how he thinks, and what he did to his victims after they died. Now Graham mst try to catch him. Bt to do it, he mst feel the heat of a killer's brain, draw on the macabre advice of a dangeros mental patient, D Will Graham stands in a silent, empty hose commning with a killer. An FBI instrctor with a gift for hnting madmen, Graham knows what his mrderer looks like, how he thinks, and what he did to his victims after they died. Now Graham mst try to catch him. Bt to do it, he mst feel the heat of a killer's brain, draw on the macabre advice of a dangeros mental patient, Dr. Hannibal Lecter, and follow a trail of microscopic cles to the place where another family has already been chosen to die--and where an innocent woman has fond the Dragon first.",https://books.toscrape.com/media/cache/4a/ce/4acec5ebebf374e7a4a5dc74ee575.jpg
https://books.toscrape.com/cataloge/can-yo-keep-a-secret-fear-street-relanch-4_614/index.html,Can Yo Keep a Secret? (Fear Street Relanch #4),Horror,4.64,1,In stock,,d6644fe33,"How many nightmares begin in the Fear Street Woods?Eddie and Emma are high school sweethearts from the wrong side of the tracks. Looking for an escape from their dreary lives, they embark on an overnight camping trip with for friends in the Fear Street Woods.As Eddie carves a heart in a tree, he and Emma make a shocking discovery. It’s a discovery that will lead to the en How many nightmares begin in the Fear Street Woods?Eddie and Emma are high school sweethearts from the wrong side of the tracks. Looking for an escape from their dreary lives, they embark on an overnight camping trip with for friends in the Fear Street Woods.As Eddie carves a heart in a tree, he and Emma make a shocking discovery. It’s a discovery that will lead to the end of friendships—and to mrder.Meanwhile, Emmy is having strange, terrifying dreams abot wolves. Are her dreams connected somehow to the real wolf attacks that plage the town of Shadyside?Emmy, it seems, is abot to make a horrifying discovery abot herself…",https://books.toscrape.com/media/cache/3/3/33a7fcce4abfa1c5db6e6b16c6.jpg
https://books.toscrape.com/cataloge/psycho-sanitarim-psycho-15_6/index.html,Psycho: Sanitarim (Psycho #1.5),Horror,36.7,5,In stock,,bd7b3f5c7a5d65,"The original Psycho novel by Robert Bloch was pblished in 15 and became an instant hit, leading to the smash movie only a year later, which broght Norman Bates's terrifying story into the pblic consciosness, where it still remains (proven by the sccess of the tv series, Bates Motel). It took Bloch 3 years to write another Psycho novel, revealing that Norman had bee The original Psycho novel by Robert Bloch was pblished in 15 and became an instant hit, leading to the smash movie only a year later, which broght Norman Bates's terrifying story into the pblic consciosness, where it still remains (proven by the sccess of the tv series, Bates Motel). It took Bloch 3 years to write another Psycho novel, revealing that Norman had been in a mental instittion the entire time. In that seqel, Norman qickly escapes the sanitarim and goes on a killing spree in Hollywood.Bt what happened in that asylm dring those two decades? Until now, no one has known.It's 16. Norman Bates is in the State Hospital for the Criminally Insane and it's p to Dr. Felix Reed to bring him ot of his catatonic state.Bt Norman and Dr. Reed have obstacles in twisted fellow patients and staff members who think of the instittion as a prison rather than a place of healing. And the greatest obstacle is the bilding itself, once a private sanitarim, rmored to be hanted. A wild card appears in the persona of Robert Newman, Norman's twin brother, taken away at birth after the attending doctor prononced him brain damaged. As Robert and Norman grow to know each other, Norman senses a…",https://books.toscrape.com/media/cache/1//1cedbd37561faa343d3eb4ee73.jpg
https://books.toscrape.com/cataloge/pet-sematary_76/index.html,Pet Sematary,Horror,1.56,3,In stock,,af5a74e4ba3a,"Sometimes dead is better....When the Creeds move into a beatifl old hose in rral Maine, it all seems too good to be tre: physician father, beatifl wife, charming little daghter, adorable infant son -- and now an idyllic home. As a family, they've got it all...right down to the friendly cat.Bt the nearby woods hide a blood-chilling trth -- more terrifying than dea Sometimes dead is better....When the Creeds move into a beatifl old hose in rral Maine, it all seems too good to be tre: physician father, beatifl wife, charming little daghter, adorable infant son -- and now an idyllic home. As a family, they've got it all...right down to the friendly cat.Bt the nearby woods hide a blood-chilling trth -- more terrifying than death itself...and hideosly more powerfl.",https://books.toscrape.com/media/cache//ef/eff37ee16bdd1a457eff5.jpg
https://books.toscrape.com/cataloge/holidays-on-ice_167/index.html,Holidays on Ice,Hmor,51.7,,In stock,,cb456be364a57,"A new holiday classic--six of the most profond Christmas stories by the athor of the bestselling ""Naked"" and ""Barrel Fever""--is now in a paperback edition perfect for stocking stffing.",https://books.toscrape.com/media/cache/57/4c/574cbab555bb7d1e5b6733e45d.jpg
https://books.toscrape.com/cataloge/the-loney_756/index.html,The Loney,Horror,3.4,1,In stock,,da31f35dfd3b,"If it had another name, I never knew, bt the locals called it the Loney - that strange nowhere between the Wyre and the Lne where Hanny and I went every Easter time with Mmmer, Farther, Mr and Mrs Belderboss and Father Wilfred, the parish priest.It was impossible to trly know the place. It changed with each inflx and retreat, and the neap tides wold reveal the skelet If it had another name, I never knew, bt the locals called it the Loney - that strange nowhere between the Wyre and the Lne where Hanny and I went every Easter time with Mmmer, Farther, Mr and Mrs Belderboss and Father Wilfred, the parish priest.It was impossible to trly know the place. It changed with each inflx and retreat, and the neap tides wold reveal the skeletons of those who thoght they cold escape its insidios crrents. No one ever went near the water. No one apart from s, that is.I sppose I always knew that what happened there woldn't stay hidden for ever, no matter how mch I wanted it to. No matter how hard I tried to forget...",https://books.toscrape.com/media/cache/4/cc/4cc7f3ac6c766a67a37e6e.jpg
https://books.toscrape.com/cataloge/follow-yo-home_/index.html,Follow Yo Home,Horror,1.36,1,In stock,,5576646e3aaa,"It was spposed to be the trip of a lifetime, a final adventre before settling down.After a perfect start, Daniel and Lara’s travels end abrptly when they are thrown off a night train in the middle of nowhere. To find their way back to civilisation, they mst hike along the tracks throgh a forest…a hanting jorney that ends in nimaginable terror.Back in London, Danie It was spposed to be the trip of a lifetime, a final adventre before settling down.After a perfect start, Daniel and Lara’s travels end abrptly when they are thrown off a night train in the middle of nowhere. To find their way back to civilisation, they mst hike along the tracks throgh a forest…a hanting jorney that ends in nimaginable terror.Back in London, Daniel and Lara vow never to talk abot what they saw that night. Bt as they try to fit back into their old lives, it becomes clear that their nightmare is jst beginning…Follow Yo Home is a chilling tale of secrets, lies and deadly conseqences from the athor of #1 bestsellers The Magpies and Becase She Loves Me.",https://books.toscrape.com/media/cache/bb/c/bbcbdad3ad7f317ea66bb7157.jpg
